plant_id,common_name,botanical_name,family,type,lifespan,season,soil_moisture,sun
472,Koronivia Grass,Urochloa humidicola (Rendle) Morrone & Zuloaga,Poaceae,woody,na,spring,moderate,full shade
473,Alpine Milkvetch,Astragalus alpinus L.,Fabaceae,woody,na,spring,dry,partial shade
474,Madagascar Olive,Noronhia emarginata (Lam.) Hook,Oleaceae,herbaceous,biannual,summer,dry,partial shade
475,Coon's Tail,Ceratophyllum demersum L.,Ceratophyllaceae,herbaceous,annual,summer,wet,full sun
476,Greater Knapweed,Centaurea scabiosa L.,Asteraceae,herbaceous,biannual,summer,dry,full shade
477,Waioiani Clermontia,Clermontia persicifolia Gaudich.,Campanulaceae,woody,na,summer,dry,full shade
478,Winged Four O'clock,Mirabilis alipes (S. Watson) Pilz,Nyctaginaceae,herbaceous,biannual,fall,wet,partial shade
479,Manyflower Sandmallow,Sidastrum multiflorum (Jacq.) Fryxell,Malvaceae,herbaceous,perennial,spring,wet,full shade
480,Lewis' Buckwheat,Eriogonum lewisii Reveal,Polygonaceae,woody,na,spring,wet,partial shade
481,Buchu,Agathosma betulina (Bergius) Pill.,Rutaceae,herbaceous,perennial,summer,wet,full shade
482,Asian Ponysfoot,Dichondra micrantha Urb.,Convolvulaceae,woody,na,spring,dry,full sun
483,Duchesne Rockcress,Arabis pulchra M.E. Jones ex S. Watson var. duchesnensis Rollins,Brassicaceae,herbaceous,annual,fall,moderate,partial shade
484,American Vetch,Vicia americana Muhl. ex Willd. ssp. americana,Fabaceae,woody,na,summer,moderate,full shade
485,Fly Beaksedge,Rhynchospora holoschoenoides (Rich.) Herter,Cyperaceae,herbaceous,annual,fall,moderate,full sun
486,Rocky Mountain Buttercup,Ranunculus macauleyi A. Gray var. macauleyi,Ranunculaceae,woody,na,fall,wet,full shade
487,Piedmont Pinweed,Lechea torreyi Leggett ex Britton,Cistaceae,woody,na,spring,dry,full sun
488,Porterweed,Stachytarpheta ×intercedens Danser,Verbenaceae,herbaceous,perennial,summer,moderate,full shade
489,Purple Vetch,Vicia benghalensis L.,Fabaceae,herbaceous,perennial,summer,wet,full shade
490,Redwhisker Clammyweed,Polanisia dodecandra (L.) DC.,Capparaceae,herbaceous,annual,spring,moderate,partial shade
491,Bishop's Milkvetch,Astragalus episcopus S. Watson var. episcopus,Fabaceae,herbaceous,perennial,spring,moderate,full sun
492,Blistered Navel Lichen,Lasallia Mérat,Umbilicariaceae,herbaceous,perennial,spring,moderate,partial shade
493,Laurel Sumac,Malosma Nutt. ex Abrams,Anacardiaceae,woody,na,fall,moderate,full shade
494,Serpentine Phacelia,Phacelia corymbosa Jeps.,Hydrophyllaceae,herbaceous,biannual,fall,moderate,partial shade
495,Sweetwood,Nectandra Roland. ex Rottb.,Lauraceae,herbaceous,annual,fall,dry,full sun
496,Snow Lichen,Stereocaulon incrustatum Flörke,Stereocaulaceae,herbaceous,perennial,fall,moderate,full shade
497,Desert Palafox,Palafoxia arida B.L. Turner & Morris,Asteraceae,herbaceous,perennial,fall,wet,full sun
498,Tornillo,Prosopis reptans Benth.,Fabaceae,woody,na,fall,dry,full shade
499,Trailing Phlox,Phlox nivalis Lodd. ex Sweet ssp. nivalis,Polemoniaceae,woody,na,fall,moderate,full sun
500,Callicostella Moss,Callicostella (Müll. Hal.) Mitt.,Callicostaceae,woody,na,fall,dry,partial shade
501,Hispid Starbur,Acanthospermum hispidum DC.,Asteraceae,herbaceous,biannual,summer,dry,full sun
502,Wart Lichen,Pyrenula punctella (Nyl.) Trevis.,Pyrenulaceae,herbaceous,biannual,spring,dry,full shade
503,Sicklepod,Arabis canadensis L.,Brassicaceae,herbaceous,biannual,summer,dry,partial shade
504,Greenland Sedge,Carex ×groenlandica Lange (pro sp.),Cyperaceae,herbaceous,biannual,spring,wet,full sun
505,Alabama Croton,Croton alabamensis E.A. Sm. ex Chapm.,Euphorbiaceae,woody,na,summer,moderate,partial shade
506,Cuban Copperleaf,Acalypha setosa A. Rich.,Euphorbiaceae,herbaceous,perennial,fall,moderate,full sun
507,Wax Tree,Toxicodendron succedaneum (L.) Kuntze,Anacardiaceae,woody,na,fall,dry,full sun
508,Spreading Blazing Star,Liatris patens G.L. Nesom & Kral,Asteraceae,herbaceous,annual,summer,wet,full sun
509,Pincushion Plant,Diapensia lapponica L.,Diapensiaceae,woody,na,fall,wet,full shade
510,Howell's Quillwort,Isoetes howellii Engelm.,Isoetaceae,herbaceous,perennial,summer,moderate,full shade
511,Tropical Desert-thorn,Lycium tweedianum Griseb.,Solanaceae,herbaceous,biannual,spring,wet,full shade
512,Showy Goldenrod,Solidago speciosa Nutt. var. rigidiuscula Torr. & A. Gray,Asteraceae,woody,na,summer,moderate,full shade
513,Flatspine Stickseed,Lappula occidentalis (S. Watson) Greene,Boraginaceae,woody,na,fall,wet,partial shade
514,Liogier's Dwarf Polypody,Grammitis liogieri Proctor,Grammitidaceae,herbaceous,biannual,summer,dry,partial shade
515,Barbed Rattlesnakeroot,Prenanthes barbata (Torr. & A. Gray) Milstead,Asteraceae,woody,na,summer,dry,full sun
516,Parry's Bellflower,Campanula parryi A. Gray,Campanulaceae,herbaceous,annual,fall,moderate,partial shade
517,Liverleaf Wintergreen,Pyrola asarifolia Michx. ssp. asarifolia,Pyrolaceae,herbaceous,biannual,spring,moderate,full sun
518,Kalalau Rim Dubautia,Dubautia kenwoodii G.D. Carr,Asteraceae,herbaceous,biannual,spring,dry,partial shade
519,Great Valley Phacelia,Phacelia ciliata Benth.,Hydrophyllaceae,woody,na,summer,wet,full shade
520,California Barrel Cactus,Ferocactus cylindraceus (Engelm.) Orcutt,Cactaceae,herbaceous,perennial,fall,moderate,full sun
521,West Indian Gherkin,Cucumis anguria L.,Cucurbitaceae,woody,na,summer,dry,partial shade
522,Sixweeks Grama,Bouteloua barbata Lag.,Poaceae,herbaceous,biannual,summer,wet,partial shade
523,Hagen's Distichium Moss,Distichium hagenii Ryan ex Philib.,Ditrichaceae,herbaceous,annual,summer,wet,full sun
524,Waianae Range Pritchardia,Pritchardia kaalae Rock,Arecaceae,herbaceous,annual,spring,moderate,partial shade
525,Coastal Sage Scrub Oak,Quercus dumosa Nutt.,Fagaceae,woody,na,summer,moderate,partial shade
526,Candle Snuffer Moss,Encalypta affinis R. Hedw. var. affinis,Encalyptaceae,herbaceous,perennial,fall,wet,full shade
527,Sphagnum Dewberry,Rubus signatus L.H. Bailey,Rosaceae,woody,na,summer,dry,partial shade
528,Bryum Moss,Bryum dichotomum Hedw.,Bryaceae,woody,na,summer,dry,partial shade
529,Coyo,Persea schiedeana Nees,Lauraceae,herbaceous,perennial,summer,dry,partial shade
530,Herb Of Grace,Bacopa monnieri (L.) Pennell,Scrophulariaceae,herbaceous,biannual,spring,moderate,full shade
531,Scrub Balm,Dicerandra frutescens Shinners ssp. frutescens,Lamiaceae,herbaceous,biannual,fall,moderate,full sun
532,Littleleaf Alumroot,"Heuchera parvifolia Nutt. ex Torr. & A. Gray var. nivalis (Rosend., Butters & Lakela) Á. Löve & D. Löve & Kapoor",Saxifragaceae,herbaceous,annual,spring,wet,partial shade
533,Varigated Chastetree,Vitex trifolia L. var. variegata Moldenke,Verbenaceae,woody,na,summer,dry,partial shade
534,Shore Juniper,Juniperus conferta Parl.,Cupressaceae,woody,na,fall,moderate,partial shade
535,Calotis,Calotis R. Br.,Asteraceae,woody,na,spring,wet,partial shade
536,Sweetscented Pigeonwings,Clitoria fragrans Small,Fabaceae,woody,na,summer,wet,partial shade
537,Pseudovina,Festuca pseudovina Hack. ex Wiesb.,Poaceae,herbaceous,perennial,spring,moderate,full sun
538,Jones' Blazingstar,Mentzelia jonesii (Urb. & Gilg) H.J. Thomp. & Roberts,Loasaceae,herbaceous,annual,fall,moderate,full shade
539,Dodder,Cuscuta L.,Cuscutaceae,herbaceous,annual,spring,wet,full shade
540,Hypotrachyna Lichen,Hypotrachyna livida (Taylor) Hale,Parmeliaceae,herbaceous,perennial,fall,wet,partial shade
541,Fluxweed,Trichostema brachiatum L.,Lamiaceae,woody,na,summer,dry,partial shade
542,Showy Fly Honeysuckle,Lonicera ×bella Zabel,Caprifoliaceae,woody,na,spring,dry,partial shade
543,Celmisia,Celmisia Cass.,Asteraceae,herbaceous,perennial,summer,dry,full sun
544,Souari Nut,Caryocar nuciferum L.,Caryocaraceae,herbaceous,biannual,fall,dry,full sun
545,Gypsoplaca Lichen,Gypsoplaca Timdal,Gypsoplaceae,herbaceous,perennial,fall,moderate,full shade
546,Jaboticaba,Myrciaria cauliflora (Mart.) O. Berg,Myrtaceae,woody,na,fall,dry,full shade
547,Three-rib Arrowgrass,Triglochin striata Ruiz & Pav.,Juncaginaceae,herbaceous,perennial,fall,moderate,full sun
548,Vasey's Pondweed,Potamogeton vaseyi J.W. Robbins,Potamogetonaceae,woody,na,fall,dry,full sun
549,Rusby's Rubberweed,Hymenoxys rusbyi (A. Gray) Cockerell,Asteraceae,herbaceous,biannual,fall,wet,full shade
550,Luculia,Luculia Sweet,Rubiaceae,woody,na,fall,wet,full sun
551,Rosette Lichen,Physcia pseudospeciosa J.W. Thomson,Physciaceae,herbaceous,biannual,fall,wet,partial shade
552,Palo De Hierro,Ixora ferrea (Jacq.) Benth.,Rubiaceae,herbaceous,biannual,fall,dry,full sun
553,Heppia Lichen,Heppia lutosa (Ach.) Nyl.,Heppiaceae,woody,na,fall,dry,full shade
554,Common Calabash Tree,Crescentia cujete L.,Bignoniaceae,herbaceous,perennial,fall,wet,partial shade
555,Green Withe,Vanilla claviculata (W. Wright) Sw.,Orchidaceae,woody,na,summer,wet,full sun
556,Spirea,Spiraea ×hitchcockii Hess & Stoynoff,Rosaceae,herbaceous,perennial,spring,wet,partial shade
557,Hybrid Ryegrass,×Leydeum Barkworth,Poaceae,woody,na,spring,dry,full sun
558,American Fiveminute Grass,Tripogon spicatus (Nees) Ekman,Poaceae,herbaceous,perennial,spring,dry,partial shade
559,Pacific Aster,Symphyotrichum chilense (Nees) G.L. Nesom var. medium (Jeps.) G.L. Nesom,Asteraceae,woody,na,summer,dry,partial shade
560,Red Sandalwood,Pterocarpus santalinus L. f.,Fabaceae,herbaceous,perennial,spring,wet,partial shade
561,Common Flax,Linum usitatissimum L.,Linaceae,herbaceous,biannual,spring,dry,partial shade
562,Fremont's Beardtongue,Penstemon fremontii Torr. & A. Gray ex A. Gray var. glabrescens Dorn & Lichvar,Scrophulariaceae,herbaceous,perennial,summer,moderate,full sun
563,Organ Mountain Indian Paintbrush,Castilleja organorum Standl.,Scrophulariaceae,herbaceous,perennial,spring,moderate,full sun
564,Johnston's Monkeyflower,Mimulus johnstonii A.L. Grant,Scrophulariaceae,woody,na,spring,wet,partial shade
565,Cerebral Fishscale Lichen,Psora cerebriformis W.A. Weber,Psoraceae,herbaceous,annual,fall,moderate,partial shade
566,Paleflower Labordia,Labordia tinifolia A. Gray,Loganiaceae,herbaceous,annual,summer,dry,full sun
567,Dixie Whitetop Aster,Sericocarpus tortifolius (Michx.) Nees,Asteraceae,herbaceous,perennial,summer,dry,full shade
568,Sticky Monkeyflower,Mimulus viscidus Congd. ssp. viscidus,Scrophulariaceae,woody,na,spring,wet,full sun
569,White Sunbonnets,Chaptalia albicans (Sw.) Vent. ex Steud.,Asteraceae,woody,na,fall,wet,full sun
570,Sheathed Sedge,Carex vaginata Tausch,Cyperaceae,herbaceous,biannual,spring,wet,partial shade
571,Radiola,Radiola Hill,Linaceae,woody,na,fall,dry,full sun
572,Haresfoot Locoweed,Oxytropis lagopus Nutt. var. atropurpurea (Rydb.) Barneby,Fabaceae,herbaceous,perennial,summer,dry,full shade
573,Nakedflower Ticktrefoil,Desmodium nudiflorum (L.) DC.,Fabaceae,woody,na,summer,dry,full shade
574,Japanese Yam,Dioscorea japonica Thunb.,Dioscoreaceae,herbaceous,perennial,spring,moderate,partial shade
575,Mangroveberry,Psidium longipes (Berg) McVaugh,Myrtaceae,woody,na,fall,wet,full shade
576,Eastern Trailing Ticktrefoil,Desmodium humifusum (Muhl. ex Bigelow) Beck,Fabaceae,herbaceous,biannual,spring,dry,full sun
577,Mountain Lichen,Dimelaena thysanota (Tuck.) Hale & W.L. Culb.,Physciaceae,woody,na,summer,wet,full shade
578,Pinleaf Vervain,Verbena perennis Wooton,Verbenaceae,woody,na,spring,wet,full shade
579,Texas Yellowstar,Lindheimera texana A. Gray & Engelm.,Asteraceae,herbaceous,perennial,fall,moderate,full shade
580,Fiveangle Fimbry,Fimbristylis quinquangularis (Vahl) Kunth,Cyperaceae,woody,na,summer,moderate,full sun
581,Mexican Plantain,Plantago australis Lam.,Plantaginaceae,woody,na,spring,wet,partial shade
582,Edwards Plateau Thimbleweed,Anemone edwardsiana Tharp,Ranunculaceae,woody,na,spring,moderate,full shade
583,Drummond's Clematis,Clematis drummondii Torr. & A. Gray,Ranunculaceae,herbaceous,biannual,fall,moderate,full sun
584,Sweetbush,Bebbia juncea (Benth.) Greene,Asteraceae,woody,na,spring,moderate,partial shade
585,Clasping Jewelflower,Streptanthus maculatus Nutt. ssp. maculatus,Brassicaceae,woody,na,fall,wet,full sun
586,California Blackberry,Rubus ursinus Cham. & Schltdl. ssp. ursinus var. sirbenus (L.H. Bailey) J.T. Howell,Rosaceae,herbaceous,annual,fall,moderate,full shade
587,Roughhairy Maiden Fern,Thelypteris hispidula (Decne.) C.F. Reed var. hispidula,Thelypteridaceae,woody,na,summer,dry,partial shade
588,Trumpet Creeper,Campsis radicans (L.) Seem. ex Bureau,Bignoniaceae,herbaceous,annual,spring,dry,full sun
589,Apple,Malus Mill.,Rosaceae,woody,na,fall,wet,full shade
590,Smallray Swampwort,Enydra sessilis (Sw.) DC.,Asteraceae,herbaceous,perennial,spring,moderate,full sun
591,Southern Cutgrass,Leersia hexandra Sw.,Poaceae,woody,na,fall,dry,full shade
592,Slender Hawksbeard,Crepis atribarba A. Heller,Asteraceae,woody,na,spring,moderate,full shade
593,Heterophyllium Moss,Heterophyllium affine (Hook.) Fleisch.,Sematophyllaceae,herbaceous,perennial,fall,dry,full shade
594,Hawkweed,Hieracium ×atramentarium (Naegeli & Peter) Zahn ex Engl. (pro sp.),Asteraceae,woody,na,summer,dry,full shade
595,Rinodina Lichen,Rinodina constrictula H. Magn.,Physciaceae,woody,na,spring,dry,full sun
596,Mint,Mentha L.,Lamiaceae,herbaceous,annual,fall,wet,partial shade
597,Rat's-tail Succulent,Villadia squamulosa (S. Watson) Rose,Crassulaceae,woody,na,spring,dry,full shade
598,Woodland Figwort,Scrophularia nodosa L.,Scrophulariaceae,herbaceous,perennial,fall,moderate,partial shade
599,Blunt Broom Sedge,Carex tribuloides Wahlenb.,Cyperaceae,herbaceous,annual,spring,wet,full shade
600,Large Leather-root,Hoita macrostachya (DC.) Rydb.,Fabaceae,herbaceous,perennial,spring,wet,full shade
601,Prickly Russian Thistle,Salsola tragus L.,Chenopodiaceae,herbaceous,biannual,summer,dry,full shade
602,Common Dogmustard,Erucastrum gallicum (Willd.) O.E. Schulz,Brassicaceae,herbaceous,perennial,fall,moderate,partial shade
603,Rubber Rabbitbrush,Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird ssp. nauseosa var. glabrata (A. Gray) G.L. Nesom & Baird,Asteraceae,woody,na,summer,moderate,partial shade
604,Western Umbrella-sedge,Fuirena simplex Vahl var. aristulata (Torr.) Kral,Cyperaceae,woody,na,spring,moderate,full sun
605,Crandall's Wild Hollyhock,Iliamna crandallii (Rydb.) Wiggins,Malvaceae,woody,na,spring,dry,full shade
606,Longhair Phlox,Phlox longipilosa Waterf.,Polemoniaceae,woody,na,fall,dry,partial shade
607,Woodland-star,Lithophragma (Nutt.) Torr. & A. Gray,Saxifragaceae,herbaceous,perennial,summer,dry,full shade
608,Gumtree,Sapium glandulosum (L.) Morong,Euphorbiaceae,woody,na,summer,wet,full shade
609,Southern Mahogany,Eucalyptus botryoides Sm.,Myrtaceae,woody,na,spring,dry,full shade
610,Cusick's Beardtongue,Penstemon cusickii A. Gray,Scrophulariaceae,herbaceous,biannual,fall,dry,partial shade
611,Talustuft,Lithophila muscoides Sw.,Amaranthaceae,woody,na,summer,dry,full sun
612,Ripley's Milkvetch,Astragalus ripleyi Barneby,Fabaceae,woody,na,spring,wet,full shade
613,Shortbristled Needlegrass,Achnatherum brachychaetum (Godr.) Barkworth,Poaceae,herbaceous,biannual,spring,dry,partial shade
614,Nioi,Eugenia koolauensis O. Deg.,Myrtaceae,woody,na,spring,dry,full sun
615,Sickle Spurge,Euphorbia falcata L.,Euphorbiaceae,herbaceous,annual,spring,dry,full sun
616,Rustyseed Paspalum,Paspalum langei (Fourn.) Nash,Poaceae,woody,na,summer,wet,partial shade
617,Island Swordfern,Polystichum haleakalense Brack.,Dryopteridaceae,woody,na,fall,moderate,full sun
618,Bastard Toadflax,Comandra Nutt.,Santalaceae,herbaceous,biannual,summer,moderate,partial shade
619,Sandbar Milkvetch,Astragalus endopterus (Barneby) Barneby,Fabaceae,herbaceous,biannual,summer,dry,partial shade
620,Script Lichen,Graphis subparilis Nyl.,Graphidaceae,herbaceous,perennial,fall,moderate,full shade
621,Creeping Tonguefern,Elaphoglossum aemulum (Kaulf.) Brack.,Dryopteridaceae,herbaceous,perennial,spring,wet,full sun
622,Chinese Lovegrass,Eragrostis unioloides (Retz.) Nees ex Steud.,Poaceae,herbaceous,biannual,spring,wet,full shade
623,Las Animas Nakedwood,Colubrina californica I.M. Johnst.,Rhamnaceae,woody,na,spring,wet,partial shade
624,Hairy Rockrose,Cistus incanus L. ssp. corsicus (Loisel.) Heywood,Cistaceae,woody,na,spring,moderate,partial shade
625,Canyon Bird's-foot Trefoil,Lotus argyraeus (Greene) Greene var. notitius Isely,Fabaceae,herbaceous,perennial,summer,wet,full shade
626,Corktree,Euonymus phellomanus Loes.,Celastraceae,herbaceous,annual,fall,moderate,full shade
627,Gymnoderma Lichen,Gymnoderma Nyl.,Cladoniaceae,herbaceous,annual,summer,dry,full sun
628,Sierra Woolly Indian Paintbrush,Castilleja lanata A. Gray,Scrophulariaceae,woody,na,fall,wet,full shade
629,Texas Croton,Croton texensis (Klotzsch) Müll. Arg.,Euphorbiaceae,herbaceous,annual,spring,moderate,partial shade
630,Cartagena Prairie Clover,Dalea carthagenensis (Jacq.) J.F. Macbr. var. carthagenensis,Fabaceae,woody,na,spring,moderate,full sun
631,Wright's False Mallow,Malvastrum aurantiacum (Scheele) Walp.,Malvaceae,herbaceous,perennial,spring,moderate,full sun
632,Adirondack Blackberry,Rubus lawrencei L.H. Bailey,Rosaceae,woody,na,summer,wet,full shade
633,Hall's Wild Cabbage,Caulanthus hallii Payson,Brassicaceae,herbaceous,biannual,fall,dry,full sun
634,Phaeocalicium Lichen,Phaeocalicium populneum (Brond. ex Duby) A.F.W. Schmidt,Mycocaliciaceae,herbaceous,perennial,fall,dry,full sun
635,Hollyleaf Clover,Trifolium gymnocarpon Nutt.,Fabaceae,woody,na,spring,wet,partial shade
636,Lindheimer's Rockdaisy,Perityle lindheimeri (A. Gray) Shinners var. lindheimeri,Asteraceae,herbaceous,perennial,fall,wet,full sun
637,Bearpoppy,Arctomecon Torr. & Frém.,Papaveraceae,woody,na,summer,moderate,full sun
638,Smallstalk Necklace Fern,Lindsaea stricta (Sw.) Dryand. ex Sm.,Dennstaedtiaceae,woody,na,fall,wet,partial shade
639,Redflower Buckwheat,Eriogonum grande Greene var. rubescens (Greene) Munz,Polygonaceae,woody,na,summer,dry,full sun
640,Vancouver Thistle,Cirsium ×vancouverense J.W. Moore & Frankton,Asteraceae,herbaceous,perennial,spring,wet,full shade
641,Enchanter's Nightshade,Circaea ×intermedia Ehrh. (pro sp.),Onagraceae,herbaceous,perennial,summer,dry,partial shade
642,Urceolate Nitrogen Moss,Tetraplodon urceolatus (Hedw.) Bruch & Schimp.,Splachnaceae,woody,na,summer,moderate,partial shade
643,Torrey's Wrightwort,Carlowrightia torreyana Wassh.,Acanthaceae,herbaceous,annual,spring,moderate,full shade
644,Bractless Hedgehyssop,Gratiola ebracteata Benth. ex A. DC.,Scrophulariaceae,woody,na,summer,dry,partial shade
645,Blue Mudplantain,Heteranthera limosa (Sw.) Willd.,Pontederiaceae,herbaceous,biannual,fall,dry,full sun
646,Royal Cheesewood,Pittosporum napaliense Sherff,Pittosporaceae,woody,na,spring,dry,full shade
647,Tall Jacob's-ladder,Polemonium acutiflorum Willd. ex Roem. & Schult.,Polemoniaceae,herbaceous,perennial,spring,moderate,full sun
648,Red Canyon Buckwheat,Eriogonum aretioides Barneby,Polygonaceae,herbaceous,perennial,summer,dry,full shade
649,'ekoko,Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. celastroides,Euphorbiaceae,herbaceous,perennial,fall,dry,full shade
650,Prairie Sunflower,Helianthus petiolaris Nutt. ssp. petiolaris,Asteraceae,herbaceous,biannual,fall,wet,full shade
651,Chaparral Silktassel,Garrya congdonii Eastw.,Garryaceae,herbaceous,annual,summer,moderate,partial shade
652,Eggyolk Lichen,Candelariella Müll. Arg.,Candelariaceae,woody,na,summer,moderate,full shade
653,Roundleaf Monkeyflower,Mimulus glabratus Kunth var. glabratus,Scrophulariaceae,herbaceous,biannual,spring,wet,full sun
654,Red Swampfire,Salicornia rubra A. Nelson,Chenopodiaceae,woody,na,summer,wet,partial shade
655,Hooker's Silene,Silene hookeri Nutt. ssp. hookeri,Caryophyllaceae,herbaceous,perennial,summer,dry,partial shade
656,Valley Popcornflower,Plagiobothrys canescens Benth. var. canescens,Boraginaceae,woody,na,summer,wet,partial shade
657,Devilwood,Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray var. megacarpus (Small) P.S. Greene,Oleaceae,herbaceous,perennial,spring,moderate,full shade
658,Abbotswood Potentilla,Potentilla cinerea Willd. ex Schlect.,Rosaceae,herbaceous,biannual,spring,moderate,full sun
659,Catalina Ironwood,Lyonothamnus floribundus A. Gray ssp. floribundus,Rosaceae,herbaceous,annual,summer,dry,partial shade
660,Waternymph,Najas L.,Najadaceae,woody,na,spring,dry,full sun
661,African Horned Cucumber,Cucumis metuliferus E. Mey. ex Naud.,Cucurbitaceae,herbaceous,biannual,summer,dry,full shade
662,California Topelia Lichen,Topelia californica P.M. Jørg. & Vezda,Stictidaceae,woody,na,summer,wet,full sun
663,Smallhead Aster,Symphyotrichum parviceps (Burgess) G.L. Nesom,Asteraceae,herbaceous,annual,fall,wet,partial shade
664,Abert's Creeping Zinnia,Sanvitalia abertii A. Gray,Asteraceae,herbaceous,annual,summer,wet,partial shade
665,Strict Blue-eyed Grass,Sisyrinchium montanum Greene,Iridaceae,herbaceous,perennial,spring,dry,full sun
666,Cup Lichen,Cladonia bacilliformis (Nyl.) Gluck,Cladoniaceae,herbaceous,annual,summer,moderate,full shade
667,Superb Porpidia Lichen,Porpidia superba (Körb.) Hertel & Knoph,Porpidiaceae,woody,na,fall,moderate,partial shade
668,Hippobroma,Hippobroma G. Don,Campanulaceae,woody,na,summer,wet,partial shade
669,Alfalfa,Medicago L.,Fabaceae,woody,na,spring,moderate,full sun
670,Fireleaf Leptarrhena,Leptarrhena pyrolifolia (D. Don) R. Br. ex Ser.,Saxifragaceae,herbaceous,perennial,spring,wet,full shade
671,Monoa Melicope,Melicope wawraeana (Rock) T.G. Hartley & B.C. Stone,Rutaceae,woody,na,summer,dry,full sun
672,Karaka Nut,Corynocarpus laevigatus J.R. Forst. & G. Forst.,Corynocarpaceae,woody,na,fall,dry,full sun
673,Chambers' Bluegrass,Poa chambersii Soreng,Poaceae,herbaceous,annual,spring,moderate,partial shade
674,Coastal Monkeyflower,Mimulus dentatus Nutt. ex Benth.,Scrophulariaceae,herbaceous,biannual,summer,wet,full shade
675,American Searocket,Cakile edentula (Bigelow) Hook. ssp. edentula,Brassicaceae,herbaceous,annual,fall,dry,full sun
676,Water Pygmyweed,Crassula aquatica (L.) Schoenl.,Crassulaceae,herbaceous,perennial,spring,moderate,partial shade
677,Parry's Oatgrass,Danthonia parryi Scribn.,Poaceae,woody,na,summer,moderate,full sun
678,Rape,Brassica napus L.,Brassicaceae,woody,na,fall,wet,partial shade
679,Parry's Sandmat,Chamaesyce parryi (Engelm.) Rydb.,Euphorbiaceae,woody,na,spring,dry,full shade
680,Thinleaf Sedge,Carex cephaloidea (Dewey) Dewey,Cyperaceae,woody,na,summer,wet,full shade
681,Western Swamp Saxifrage,Saxifraga apetala Piper,Saxifragaceae,herbaceous,annual,fall,moderate,partial shade
682,James' Cryptantha,Cryptantha cinerea (Greene) Cronquist var. arenicola Higgins & S.L. Welsh,Boraginaceae,herbaceous,annual,summer,moderate,full sun
683,Colorado Desert Mistletoe,Phoradendron macrophyllum (Engelm.) Cockerell,Viscaceae,woody,na,summer,dry,full sun
684,Rayless Tansyaster,Machaeranthera grindelioides (Nutt.) Shinners,Asteraceae,herbaceous,perennial,spring,moderate,full sun
685,Piedmont Pinweed,Lechea torreyi Leggett ex Britton,Cistaceae,herbaceous,biannual,fall,dry,full sun
686,Jimsonweed,Datura stramonium L.,Solanaceae,woody,na,fall,wet,full sun
687,Lewis' Evening Primrose,Camissonia lewisii P.H. Raven,Onagraceae,herbaceous,annual,fall,wet,full sun
688,Manystem Centaury,Centaurium multicaule B.L. Rob.,Gentianaceae,woody,na,fall,dry,full shade
689,Leafcover Saltweed,Atriplex phyllostegia (Torr. ex S. Watson) S. Watson,Chenopodiaceae,herbaceous,biannual,fall,wet,full sun
690,Augustin Granular Lichen,Lopadium augustini (Tuck.) Zahlbr.,Ectolechiaceae,herbaceous,perennial,summer,wet,full sun
691,Mexican Blue Oak,Quercus oblongifolia Torr.,Fagaceae,herbaceous,biannual,spring,dry,full shade
692,Nispero Cimarron,Symplocos lanata Krug & Urb.,Symplocaceae,woody,na,fall,dry,partial shade
693,Box Knotweed,Polygonum buxiforme Small,Polygonaceae,woody,na,fall,dry,full shade
694,Polar Sedge,Carex arctiformis Mack.,Cyperaceae,woody,na,summer,wet,full sun
695,Giant Chinquapin,Chrysolepis chrysophylla (Douglas ex Hook.) Hjelmqvist var. minor (Benth.) Munz,Fagaceae,herbaceous,perennial,summer,moderate,full shade
696,Carolina Fanwort,Cabomba caroliniana A. Gray,Cabombaceae,herbaceous,perennial,fall,moderate,full shade
697,Gypsum Grama,Bouteloua breviseta Vasey,Poaceae,herbaceous,perennial,fall,wet,full sun
698,Gregg's Hawthorn,Crataegus greggiana Eggl.,Rosaceae,woody,na,fall,wet,partial shade
699,Pentaclethra,Pentaclethra Benth.,Fabaceae,herbaceous,biannual,summer,dry,full shade
700,Streaked Bur Ragweed,Ambrosia linearis (Rydb.) Payne,Asteraceae,woody,na,fall,moderate,full sun
701,Platycladus,Platycladus Spach,Cupressaceae,herbaceous,biannual,summer,moderate,partial shade
702,Pasto Micael,Axonopus micay Garcia-Barr.,Poaceae,woody,na,fall,dry,full shade
703,Egyptian Riverhemp,Sesbania sesban (L.) Merr. var. sesban,Fabaceae,herbaceous,perennial,fall,moderate,partial shade
704,Cracked Lichen,Acarospora peliscypha Th. Fr.,Acarosporaceae,herbaceous,biannual,summer,wet,partial shade
705,Atrichoseris,Atrichoseris A. Gray,Asteraceae,woody,na,summer,wet,full sun
706,Hairy Indigo,Indigofera hirsuta L.,Fabaceae,woody,na,summer,moderate,full sun
707,Looseflower Alpine Sedge,Carex rariflora (Wahlenb.) Sm.,Cyperaceae,woody,na,summer,moderate,partial shade
708,Eastern Featherbells,Stenanthium gramineum (Ker Gawl.) Morong var. robustum (S. Watson) Fernald,Liliaceae,woody,na,fall,moderate,full shade
709,Fragile Pinkfringe,Arthrostemma fragile Lindl.,Melastomataceae,herbaceous,annual,summer,moderate,full sun
